City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
495,Constitucion,CL,-35.3333,-72.4167,17.44,62,63,6.07,broken clouds
496,Gao,ML,16.6362,1.637,27.63,12,32,4.34,scattered clouds
497,Kirakira,SB,-10.4544,161.9205,26.17,82,93,1.23,overcast clouds
498,Smithers,CA,54.7804,-127.1743,-2.82,93,20,1.54,few clouds
499,Semirom,IR,31.4167,51.5667,6.48,46,98,2.64,overcast clouds
500,Camacha,PT,33.0833,-16.3333,17.68,63,40,4.12,scattered clouds
501,Arefu,RO,45.3333,24.6,2.05,88,91,1.53,overcast clouds
502,Henties Bay,NA,-22.116,14.2845,18.25,85,2,5.08,clear sky
503,Codrington,AU,-38.2667,141.9667,12.72,96,2,0.72,clear sky
504,Daura,NG,11.5538,11.4085,27.57,18,44,5.21,scattered clouds
505,Fayetteville,US,35.0527,-78.8784,19.38,37,1,1.79,clear sky
506,Kantilo,IN,20.35,85.1833,17.92,64,22,0.69,few clouds
507,Marshall,US,34.3834,-86.3333,18.38,58,1,1.34,clear sky
508,Khuzhir,RU,53.1939,107.3397,-4.6,58,74,7.26,broken clouds
509,Kralendijk,BQ,12.15,-68.2667,27.99,83,20,7.72,few clouds
510,Gari,RU,59.4307,62.3497,1.32,94,100,5.59,moderate rain
511,Itaituba,BR,-4.2761,-55.9836,32.09,66,40,2.06,scattered clouds
512,Hermosillo,MX,29.0667,-110.9667,26.62,42,1,1.34,clear sky
513,Kutno,PL,52.2306,19.3641,4.45,96,100,8.04,overcast clouds
514,Ibra,OM,22.6906,58.5334,20.71,59,19,2.25,few clouds
515,Riyadh,SA,24.6877,46.7219,20.08,25,23,4.06,few clouds
516,Veraval,IN,20.9,70.3667,21.86,83,100,7.91,overcast clouds
517,Yinchuan,CN,38.4681,106.2731,-1.78,32,0,1.52,clear sky
518,Jacupiranga,BR,-24.6925,-48.0022,28.52,58,59,3.76,broken clouds
519,Sasykoli,RU,47.5515,46.9968,2.51,78,66,5.3,broken clouds
520,Dicabisagan,PH,17.0818,122.4157,23.15,87,99,6.16,overcast clouds
521,Okhotsk,RU,59.3833,143.3,-23.63,88,99,9.7,overcast clouds
522,Matara,LK,5.9485,80.5353,24.67,88,76,1.8,broken clouds
523,Macau,MO,22.2006,113.5461,16.85,45,0,7.72,clear sky
524,Yuncheng,CN,35.0231,110.9928,1.53,48,20,1.91,few clouds
525,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,29.8,64,100,1.32,overcast clouds
526,Xingyi,CN,24.1877,102.817,6.8,91,97,0.81,overcast clouds
527,Omboue,GA,-1.5746,9.2618,25.69,87,88,3.7,moderate rain
528,Lexington,US,37.9887,-84.4777,12.36,64,75,0.45,broken clouds
529,Tiarei,PF,-17.5333,-149.3333,27.78,78,97,9.12,light rain
530,Yaan,NG,7.3833,8.5667,29.97,17,84,1.86,broken clouds
531,Mackay,AU,-21.15,149.2,23.36,100,8,2.06,clear sky
532,Pauini,BR,-7.7136,-66.9764,30.55,59,100,1.46,overcast clouds
533,La Ronge,CA,55.1001,-105.2842,-7.86,86,90,4.12,light snow
534,Haines Junction,CA,60.7522,-137.5108,-20.03,84,100,1.54,overcast clouds
535,Lucapa,AO,-8.4192,20.7447,19.81,97,100,1.41,light rain
536,Ballangen,NO,68.3428,16.8315,-2.16,85,75,0.51,broken clouds
537,La Palma,US,33.8464,-118.0467,30.37,100,90,0.0,fog
538,Scarborough,GB,54.2797,-0.4044,5.51,86,93,4.02,overcast clouds
539,Aanekoski,FI,62.6946,25.818,-6.62,89,99,3.26,overcast clouds
540,Erenhot,CN,43.6475,111.9767,-5.01,56,4,7.58,clear sky
541,Carballo,ES,43.213,-8.691,12.15,87,100,3.82,overcast clouds
542,Maumere,ID,-8.6199,122.2111,27.28,78,100,1.32,overcast clouds
543,Tambun,ID,-6.2641,107.0712,28.05,71,74,1.4,broken clouds
544,Kovur,IN,14.4833,79.9833,24.64,72,88,3.3,overcast clouds
545,Channel-Port Aux Basques,CA,47.5702,-59.1367,2.16,68,100,7.52,overcast clouds
546,Necochea,AR,-38.5473,-58.7368,26.13,31,27,4.17,scattered clouds
547,Burns Lake,CA,54.2331,-125.7533,-5.32,90,85,1.6,overcast clouds
548,Broken Hill,AU,-31.95,141.4333,23.84,43,28,7.2,scattered clouds
549,Baisha,CN,26.5222,110.9311,6.93,60,34,0.74,scattered clouds
550,Abha,SA,18.2164,42.5053,13.9,77,0,2.06,clear sky
551,Teknaf,BD,20.8624,92.3058,21.81,78,14,1.81,few clouds
552,Charters Towers,AU,-20.1,146.2667,24.9,75,0,2.47,clear sky
553,Alice Springs,AU,-23.7,133.8833,19.75,56,0,0.0,clear sky
554,Rundu,NA,-17.9333,19.7667,28.59,33,65,2.09,broken clouds
555,Mount Isa,AU,-20.7333,139.5,25.87,21,2,0.51,clear sky
556,Vuktyl,RU,63.8567,57.3094,-7.7,92,100,4.85,overcast clouds
557,Biak,ID,-0.9131,122.8766,25.01,79,100,0.42,overcast clouds
558,Kalabo,ZM,-14.97,22.6814,28.21,25,52,1.84,broken clouds
559,Yaring,TH,6.8662,101.3689,26.83,89,88,7.36,heavy intensity rain
560,Soyo,AO,-6.1349,12.3689,24.03,89,98,0.69,light rain
561,Bichura,RU,50.5881,107.6022,-5.9,93,99,4.13,light snow
562,Manado,ID,1.487,124.8455,24.43,94,40,0.0,moderate rain
563,Khovu-Aksy,RU,51.1333,93.6,-15.19,85,12,2.52,few clouds
564,Kochki,RU,54.3358,80.4806,-11.55,91,28,3.65,scattered clouds
565,Terrace Bay,CA,48.7834,-87.1,-0.21,97,100,7.96,snow
566,Kayes,ML,14.0,-11.0,33.67,10,13,2.21,few clouds
567,Labuhan,ID,-6.8844,112.2051,25.76,84,100,1.49,overcast clouds
568,Mahajanga,MG,-15.7167,46.3167,28.01,78,20,3.6,few clouds
569,Araouane,ML,18.9048,-3.5265,27.12,11,33,3.23,scattered clouds
570,Alamosa,US,37.4695,-105.87,11.86,40,1,0.0,clear sky
571,Nastola,FI,60.95,25.9333,-7.04,92,87,2.65,overcast clouds
572,Tuyen Quang,VN,21.8233,105.2181,13.76,60,94,0.63,overcast clouds
573,Namibe,AO,-15.1961,12.1522,21.37,77,65,2.96,broken clouds
574,Concepcion Del Oro,MX,24.6333,-101.4167,18.65,44,62,1.26,broken clouds
575,Lebedinyy,RU,58.5167,125.5167,-20.75,100,100,0.71,overcast clouds
576,Gunjur,GM,13.2019,-16.7339,29.04,48,97,4.12,overcast clouds
577,Oswego,US,43.4501,-76.1497,5.51,67,99,0.45,overcast clouds
578,Tura,IN,25.5198,90.2201,17.5,69,49,1.5,scattered clouds
579,Jutai,BR,-5.1833,-68.9,24.62,97,99,1.51,overcast clouds
580,Chiredzi,ZW,-21.05,31.6667,29.4,32,1,3.16,clear sky
581,Morehead,US,37.2711,-87.1764,15.08,67,1,0.89,clear sky
582,Yerbogachen,RU,61.2767,108.0108,-25.51,99,80,1.55,broken clouds
583,Half Moon Bay,US,37.4636,-122.4286,20.9,70,1,0.0,clear sky
584,Vernon,CA,50.2581,-119.2691,17.34,51,100,0.45,overcast clouds
585,Kurchum,KZ,48.5722,83.6542,-12.22,79,58,1.43,broken clouds
586,Dromolaxia,CY,34.8761,33.586,15.93,55,0,2.06,clear sky
587,Vavuniya,LK,8.7514,80.4971,22.55,97,1,1.19,clear sky
588,Chibombo,ZM,-14.6569,28.0706,24.39,28,2,2.78,clear sky
589,Kloulklubed,PW,7.0419,134.2556,28.28,79,100,6.91,light rain
590,Dahod,IN,22.8333,74.2667,17.21,60,100,6.94,moderate rain
591,Marrakesh,MA,31.6315,-8.0083,18.04,39,0,2.57,clear sky
592,Ketchikan,US,55.3422,-131.6461,5.26,87,90,6.69,moderate rain
593,Villa Florida,PY,-26.3833,-57.15,31.32,31,0,2.25,clear sky
594,Kimbe,PG,-5.5502,150.1429,24.99,91,70,1.46,broken clouds
595,Bossier City,US,32.516,-93.7321,22.27,64,1,6.17,clear sky
596,Buin,CL,-33.7333,-70.75,28.36,20,1,4.45,clear sky
597,Arman,RU,59.7,150.1667,-19.31,81,100,7.22,overcast clouds
598,Lasa,IT,46.6166,10.7002,4.41,97,91,1.66,overcast clouds
599,Pinega,RU,64.7001,43.3936,-9.04,96,100,2.94,overcast clouds
600,Edd,ER,13.9297,41.6925,28.72,52,0,6.73,clear sky
601,Aquiraz,BR,-3.9014,-38.3911,32.05,59,97,5.87,overcast clouds
602,Tabou,CI,4.423,-7.3528,27.5,76,61,2.98,broken clouds
603,Yarmouth,US,41.7057,-70.2286,10.06,56,1,5.14,clear sky
604,Cravo Norte,CO,6.3017,-70.2041,33.65,40,66,4.84,broken clouds
605,Poltavka,RU,54.3663,71.7632,-4.94,79,100,4.97,overcast clouds
606,Port Keats,AU,-14.25,129.55,29.23,74,100,4.54,overcast clouds
607,Alofi,NU,-19.0595,-169.9187,22.94,94,26,5.14,scattered clouds
608,Big Spring,US,32.2504,-101.4787,22.93,33,1,1.34,clear sky
609,Khor,RU,47.8861,134.9464,-15.66,92,100,6.81,overcast clouds
610,Kuytun,RU,54.3419,101.5036,-5.54,90,100,4.22,overcast clouds
611,Puerto Madero,MX,14.7208,-92.4215,27.64,61,17,1.64,few clouds
612,Mbanza-Ngungu,CD,-5.25,14.8667,19.42,96,100,0.4,overcast clouds
613,Jiwani,PK,25.05,61.7417,24.65,64,0,4.92,clear sky
614,Carmelo,UY,-33.9892,-58.2856,22.89,51,82,5.65,broken clouds
615,Camacupa,AO,-12.0167,17.4833,16.57,98,54,2.28,moderate rain
616,Natal,BR,-5.795,-35.2094,31.36,62,40,7.2,scattered clouds
617,Kapit,MY,2.0167,112.9333,22.64,96,80,0.18,broken clouds
618,Novyy Yarychiv,UA,49.9044,24.3052,1.63,97,100,4.7,light rain
619,Flinders,AU,-34.5833,150.8552,17.67,87,4,0.45,clear sky
620,Chifeng,CN,42.2683,118.9636,-4.18,54,0,5.36,clear sky
621,Kirkenaer,NO,60.4564,12.0582,-7.54,71,100,1.44,overcast clouds
622,Robertsport,LR,6.7533,-11.3686,27.79,74,26,3.0,light rain
623,Uruzgan,AF,32.8333,66.0,6.29,38,0,0.67,clear sky
624,Aras,ES,42.5617,-2.356,7.06,93,75,4.63,broken clouds
625,Hofn,IS,64.2539,-15.2082,-5.99,63,0,3.09,clear sky
626,Camabatela,AO,-8.1881,15.375,17.46,97,94,1.2,overcast clouds
627,Angoram,PG,-4.0625,144.0661,23.01,99,99,0.72,overcast clouds
628,Panlaitan,PH,12.1191,119.8486,27.7,74,83,2.62,broken clouds
629,Dali,CN,25.7,100.1833,7.18,86,20,0.13,few clouds
630,Touba,CI,8.2833,-7.6833,28.9,45,79,0.76,broken clouds
631,Dorogobuzh,RU,54.915,33.2972,-8.67,91,86,3.67,light snow
632,Merauke,ID,-8.4667,140.3333,26.79,81,100,0.51,overcast clouds
633,Pokhara,NP,28.2333,83.9833,15.5,55,99,0.73,overcast clouds
634,Tromso,NO,69.6496,18.957,-0.99,74,75,0.45,light shower snow
635,Damavand,IR,35.7178,52.065,5.91,48,92,0.72,overcast clouds
636,Harnosand,SE,62.6323,17.9379,-9.44,86,54,1.79,broken clouds
637,Bilibino,RU,68.0546,166.4372,-27.03,100,100,1.36,overcast clouds
638,Vila,PT,42.0304,-8.1588,5.74,90,100,1.98,overcast clouds
639,Acarau,BR,-2.8856,-40.12,30.77,60,80,7.59,broken clouds
640,Ashta,IN,23.0167,76.7167,18.7,35,97,3.39,overcast clouds
641,Sulejowek,PL,52.2522,21.269,2.78,94,100,6.74,moderate rain
642,Dogondoutchi,NE,13.6393,4.0287,30.26,13,3,3.63,clear sky
643,Talaya,RU,61.3833,152.75,-38.24,98,90,1.54,overcast clouds
644,Teyateyaneng,LS,-29.1472,27.7489,20.32,21,3,1.68,clear sky
645,Salinopolis,BR,-0.6136,-47.3561,30.1,65,100,5.17,overcast clouds
646,Koslan,RU,63.4564,48.8989,-4.32,93,100,3.64,overcast clouds
647,Ambilobe,MG,-13.2,49.05,25.59,67,29,1.43,scattered clouds
648,Iqaluit,CA,63.7506,-68.5145,-12.15,85,75,4.63,broken clouds
649,Ola,RU,59.5833,151.2833,-15.41,68,100,11.12,overcast clouds
650,Pacific Grove,US,36.6177,-121.9166,22.38,51,1,0.89,clear sky
651,Dangara,IN,29.6799,75.8931,17.49,32,100,2.01,overcast clouds
652,Cozumel,MX,20.5083,-86.9458,24.97,91,17,0.89,few clouds
653,Adrar,MR,20.5022,-10.0711,23.99,10,98,4.22,overcast clouds
654,Mandalgovi,MN,45.7625,106.2708,-5.55,43,1,7.55,clear sky
655,San Carlos De Bariloche,AR,-41.1456,-71.3082,16.86,31,40,13.89,scattered clouds
656,Antequera,ES,37.0194,-4.5612,12.72,72,33,2.62,scattered clouds
657,Shouguang,CN,36.88,118.7375,0.52,46,0,2.53,clear sky
658,Voloshka,RU,61.3314,40.0858,-6.5,95,100,3.13,overcast clouds
659,Zhengjiatun,CN,43.5064,123.5064,-6.8,78,4,6.92,clear sky
660,Juodupe,LT,56.0833,25.6167,-7.46,95,77,2.23,broken clouds
661,Lokosovo,RU,61.1333,74.8167,-0.08,98,100,4.11,light snow
662,Urengoy,RU,65.9667,78.3667,-19.43,96,100,5.06,overcast clouds
663,Linqiong,CN,30.4159,103.4609,7.9,67,50,1.09,scattered clouds
664,Bassano,CA,50.7834,-112.4685,7.13,95,99,3.5,overcast clouds
665,La Orilla,MX,17.9833,-102.2333,29.39,62,28,2.0,scattered clouds
666,Hvide Sande,DK,56.0045,8.1294,1.16,91,100,18.74,light snow
667,Ust-Kuyga,RU,70.0167,135.6,-39.23,100,98,1.65,overcast clouds
668,Sheltozero,RU,61.3667,35.3667,-5.82,91,100,5.15,light snow
669,Saint-Joseph,RE,-21.3667,55.6167,23.21,71,9,5.09,clear sky
670,Methoni,GR,36.8197,21.7049,11.79,63,16,5.45,few clouds
671,Isabela,PH,6.7085,121.9711,25.42,91,100,2.09,very heavy rain
672,Champerico,GT,14.3,-91.9167,33.53,59,8,2.42,clear sky
673,Terney,RU,45.0503,136.6092,-12.69,75,95,6.46,overcast clouds
674,Guaira,BR,-20.3183,-48.3106,31.37,44,53,2.85,broken clouds
675,Agua Buena,PA,7.8167,-80.4,24.52,79,99,2.63,overcast clouds
676,Betioky,MG,-23.7167,44.3833,24.81,51,15,1.88,few clouds
677,Gerash,IR,27.6652,54.1371,16.08,39,15,1.67,few clouds
678,Coahuayana,MX,18.7333,-103.6833,30.69,53,98,1.66,overcast clouds
679,Makaha,US,21.4694,-158.2175,24.81,74,20,4.48,few clouds
680,Kupang,ID,-10.1667,123.5833,26.59,81,100,0.91,overcast clouds
681,Christchurch,NZ,-43.5333,172.6333,13.33,90,75,1.79,broken clouds
682,Mehamn,NO,71.0357,27.8492,1.1,86,75,8.23,light snow
683,Mmabatho,ZA,-25.85,25.6333,25.98,36,0,6.69,clear sky
684,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,28.99,69,97,1.35,overcast clouds
685,Ambunti,PG,-4.2365,142.8448,22.75,99,95,0.4,overcast clouds
686,Makarov,RU,48.6333,142.8,-1.18,80,86,12.48,light snow
687,Porto Novo,BJ,6.4965,2.6036,29.9,77,83,4.15,broken clouds
688,Shar,KZ,49.5886,81.0453,-8.22,78,17,4.83,few clouds
689,Paita,PE,-5.0892,-81.1144,25.31,70,85,6.13,overcast clouds
690,Candido Mendes,BR,-1.4467,-45.7167,31.94,51,74,3.95,broken clouds
691,Melville,US,40.7934,-73.4151,10.29,46,1,1.34,clear sky
692,Tutoia,BR,-2.7619,-42.2744,32.99,63,94,5.23,overcast clouds
693,Shima,CN,24.4478,117.8111,15.12,69,28,1.58,scattered clouds
694,Kitakami,JP,39.2833,141.1167,0.6,89,99,6.95,snow
695,Kailahun,SL,8.2833,-10.5667,25.97,73,77,0.99,broken clouds
696,Grand Falls,CA,47.0461,-67.7418,-2.09,92,75,4.91,light snow
697,Roald,NO,62.5833,6.1333,0.08,93,40,2.57,light snow
698,Margate,GB,51.3813,1.3862,6.64,88,94,0.89,light rain
699,Ileza,RU,61.0533,43.9002,-6.29,95,99,2.87,overcast clouds
700,Novo Aripuana,BR,-5.1206,-60.3797,29.68,71,100,2.03,overcast clouds
701,Dunedin,NZ,-45.8742,170.5036,12.99,92,79,3.98,broken clouds
702,Eskilstuna,SE,59.3666,16.5077,-5.89,92,100,1.34,overcast clouds
703,Nacala,MZ,-14.5428,40.6728,26.66,81,0,4.14,clear sky
704,Namie,JP,37.4833,141.0,5.54,89,4,5.41,clear sky
705,Booue,GA,-0.0921,11.9385,24.19,93,82,0.75,light rain
706,Dudinka,RU,69.4058,86.1778,-30.55,100,90,1.95,overcast clouds
707,Richards Bay,ZA,-28.783,32.0377,24.14,82,20,5.42,few clouds
708,Talara,PE,-4.5772,-81.2719,25.42,61,0,4.63,clear sky
709,Gayeri,BF,12.6497,0.4931,30.26,14,33,3.96,scattered clouds
710,Taguatinga,BR,-12.3857,-46.5711,26.16,78,95,2.15,overcast clouds
711,Durban,ZA,-29.8579,31.0292,23.34,89,57,0.89,broken clouds
712,Soria,ES,41.6667,-2.6667,2.14,94,100,2.55,overcast clouds
713,Anadyr,RU,64.75,177.4833,-11.72,85,90,14.0,heavy shower snow
714,Havre-Saint-Pierre,CA,50.2334,-63.5986,-3.0,54,90,2.06,overcast clouds
715,Wawa,NG,9.9022,4.4192,29.72,21,80,1.41,broken clouds
716,Mantua,IT,45.1667,10.7833,8.72,81,96,1.34,overcast clouds
717,Spearfish,US,44.4908,-103.8594,19.9,28,1,4.02,clear sky
718,Barcelos,PT,41.5388,-8.6151,12.08,85,100,3.94,overcast clouds
719,San Javier,ES,37.8063,-0.8374,15.69,71,0,2.06,clear sky
720,Yar-Sale,RU,66.8333,70.8333,-17.33,96,100,5.12,overcast clouds
721,Boa Vista,BR,2.8197,-60.6733,27.99,78,75,4.12,broken clouds
722,Otane,NZ,-39.8833,176.6333,14.45,96,93,0.43,overcast clouds
723,Leningradskiy,RU,69.3833,178.4167,-31.87,93,68,3.27,broken clouds
724,Kuloy,RU,61.0305,42.4925,-6.98,95,97,2.72,light snow
725,Pincher Creek,CA,49.4833,-113.952,13.96,62,90,14.92,overcast clouds
726,Emilio Carranza,MX,19.9711,-96.6114,24.36,69,82,2.69,broken clouds
727,Batagay-Alyta,RU,67.8006,130.4114,-38.99,97,45,2.02,scattered clouds
728,Kuryk,KZ,43.2,51.65,8.67,74,14,9.96,few clouds
729,Nicolas Bravo,MX,18.45,-88.9167,30.15,47,11,1.53,few clouds
730,Khorol,UA,49.7837,33.2783,-0.93,71,93,5.48,overcast clouds
731,Zhangjiakou,CN,40.81,114.8794,-3.85,48,6,2.47,clear sky
732,Valleyview,CA,55.0667,-117.2859,3.02,56,85,6.17,overcast clouds
733,Barda,AZ,40.3744,47.1267,10.9,51,48,11.63,scattered clouds
734,Belousovka,KZ,50.1339,82.5239,-10.53,73,10,2.0,clear sky
735,Oksfjord,NO,70.2396,22.3479,1.1,73,100,13.79,light snow
736,Jatai,BR,-17.8814,-51.7144,28.28,61,91,3.87,overcast clouds
737,Leshukonskoye,RU,64.8989,45.7622,-5.99,96,100,2.74,light snow
738,La Grande,US,45.3246,-118.0877,15.03,71,32,4.15,scattered clouds
739,Zelenets,RU,61.8849,50.7489,-1.86,93,100,3.3,overcast clouds
740,Saint-Gaudens,FR,43.0833,0.6667,8.62,90,100,2.85,overcast clouds
741,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,20.92,51,50,4.84,scattered clouds
742,Orlik,RU,52.5178,99.825,-16.88,88,52,1.4,broken clouds
743,Bon Accord,CA,53.8335,-113.4187,5.0,61,75,3.6,broken clouds
